SiteEnergyUse(kBtu)
7226362.5
8387933.0
6794584.0
5758795.0
6298131.5
6596057.5
7606084.5
1539478.5
3663534.5
1310236.625
5328051.5
0.0
4456714.5
6779173.0
0.0
4145920.5
6668568.5
318364.8125
1650279.25
6399127.5
6186461.5
2951331.25
6994740.5
2158629.0
1247362.0
5071974.0
5348309.0
5401277.5
5284343.5
6715187.0
5827595.5
6836900.0
3234787.75
5337334.0
3375211.0
3706100.25
0.0
7258758.5
1049748.625
8141155.5
2726369.0
875943.3125
4166306.25
3476212.5
5155568.5
5448975.0
0.0
2646879.0
6219841.5
4897760.0
0.0
6456026.0
1633399.375
2887392.0
6357632.0
4253577.5
3611538.0
3894584.5
3242458.0
0.0
6505995.0
1513570.75
9363374.0
2010454.625
7946961.0
8819852.0
3059758.0
7475577.5
2499140.0
2371304.5
3456131.5
4253369.5
1950092.5
4116871.5
8355988.5
1986094.875
3242077.75
7265178.0
8765978.0
3191228.25
9157150.0
1381590.125
6127771.5
5499097.0
2100097.75
8800292.0
0.0
6744317.0
2944296.25
9230223.0
2075891.0
0.0
1851260.5
2128459.0
1377519.5
4748137.0
9373179.0
7548807.0
430473.6875
2284133.75
9472358.0
1407277.25
6197825.0
0.0
3606416.0
1677002.25
9436408.0
3928695.25
2411402.25
7791957.0
2371358.0
549181.375
8164853.0
1377627.0
3147042.0
2439484.75
4854429.5
2733846.0
2334260.0
3822102.5
2295176.5
4626443.0
6057410.0
8190809.0
3267564.0
1380293.625
3785282.5
5007401.0
3444270.0
3757006.0
8580279.0
3903259.75
4178233.5
1835804.875
3743228.5
8921778.0
2746560.75
6461937.0
4728488.5
4426136.0
7046345.5
873221.875
8218155.5
5357833.0
2933288.75
1809101.5
4383100.5
930611.875
3085814.0
5803409.0
3989399.0
4560492.0
6423556.5
5252131.0
7711757.5
6029020.0
7335905.5
2586116.0
3518459.5
6962073.0
3009463.75
7273155.5
4757299.5
4549892.0
5327249.5
2429021.0
4169431.5
9474745.0
1987934.625
2756214.75
763364.5
775729.1875
4342597.0
3063504.5
5661689.5
5134607.5
6029121.5
5535626.0
4742869.0
4224872.5
4695139.0
2991674.75
5671256.0
3238216.0
7851334.5
2767491.0
6917478.5
7519466.5
2755829.0
3415561.25
3632613.75
3493093.75
3484915.5
8422861.0
1090496.625
6522551.5
3574542.25
6876439.5
8773058.0
784364.5
8663691.0
4991360.5
3897738.0
5413418.0
8651835.0
7683885.0
1429146.375
1047461.0
4758198.0
227566.7031
465533.3125
1123943.0
1000796.875
7637986.0
402051.3125
5464762.0
1529510.25
2582687.0
1536998.25
519806.0938
1794187.25
2179719.75
325513.0
3684188.5
9357230.0
1061458.25
5094197.0
9058916.0
5444253.5
3181045.5
6062770.5
4855036.5
1988334.5
2603931.25
5135040.0
9080022.0
5450441.5
6361236.5
1124543.125
2225512.0
4636396.5
6963616.5
4765753.5
971155.625
1847401.0
6455828.5
6486377.5
1028376.875
1770027.5
2339814.25
2058955.25
3202213.0
6657348.5
2551022.25
2843033.5
2831565.5
3441643.25
5662234.0
1252323.875
711118.375
2830674.75
6606832.5
2853189.5
2178074.5
2094724.625
3570161.75
7655751.0
4336187.5
3212269.0
1904480.0
2371575.0
2153603.5
3978277.0
3155496.0
2244317.0
4374646.0
861972.875
1776411.75
2688675.75
1056782.125
5608600.5
2891605.0
5968153.5
3929371.0
5049446.5
7221482.5
1618110.375
2581741.75
2773647.5
8570571.0
8381834.5
2409429.0
2478025.25
5792926.0
5417598.0
8138616.5
3065954.5
2729167.75
5101504.5
9029489.0
5233553.5
4391348.0
8751704.0
2661488.0
2203026.5
802312.5
7857972.5
5514308.5
1262235.25
4515180.5
6797647.0
4946798.5
3241917.0
8384523.0
1015060.188
2417401.25
6468090.0
2848317.25
5197118.0
1791715.625
4912143.0
1555420.25
6858533.5
3639670.25
4817062.0
2346571.5
8873485.0
5481549.0
6859198.0
8655604.0
4750799.0
9343428.0
8303666.5
3686962.25
3775187.5
2443141.5
7802205.5
2886141.5
4585070.5
1968655.125
8523594.0
690529.5
4052720.0
1594422.5
4353025.0
2356376.75
6345009.5
3534690.75
6673138.0
6235947.0
6843855.0
1951856.25
151754.2969
4345698.0
2763597.0
7305474.0
8915523.0
1141189.75
5392617.5
3459543.0
605971.1875
602245.0
4865551.5
5453438.5
0.0
3004271.0
1052244.75
2655387.5
7771933.5
1165598.875
9444484.0
1083729.625
0.0
7575080.0
1069749.75
5402181.0
686019.1875
2424724.25
1938613.125
7070998.5
778355.8125
2331952.75
2042771.0
1618916.375
1224186.25
2564004.0
2222097.5
560334.5
1950713.25
2255459.75
945245.625
1984067.625
2143650.75
509124.0
2559461.75
345866.6875
369291.5
509836.1875
3220635.25
1896298.875
1401315.875
1358519.0
7251589.0
1967476.375
6787070.0
1114384.625
2249592.5
1362523.0
4970047.0
1636649.125
4322873.0
1408291.375
1042108.5
859236.625
0.0
965651.125
0.0
439311.9063
323739.4063
1169394.875
4801472.0
3377209.75
511797.4063
552007.5
883197.6875
1062722.625
2186018.5
1989287.0
1245187.5
2067352.5
1345025.75
1696978.75
1560461.75
2385395.0
418348.5
2443065.25
1858224.625
1441900.5
3532966.5
439521.0938
1553208.375
3095882.0
1067153.75
2669564.25
1145535.75
1791071.375
5238803.0
6778694.0
2545405.0
4644178.0
1587454.75
4475650.0
1857154.75
3993913.25
3460275.5
496477.3125
845961.375
1132489.625
717056.375
1261536.75
931148.625
888031.875
860364.1875
350264.5938
1678458.75
1424157.25
813641.0
688641.8125
716279.6875
3040195.5
1128179.125
6689184.0
2641681.75
8690648.0
2345752.5
1841154.25
2177075.0
2178690.5
90558.70313
2147968.25
3042875.5
2735166.0
3321603.0
3987215.5
2096835.5
1411305.5
1354000.625
4265815.0
3343550.0
1906384.875
6118300.5
2686765.0
4358944.5
267135.0938
3498214.75
1361794.25
1811506.375
2615247.75
1799402.75
1219744.75
741287.1875
2301043.75
1467060.25
433871.0
1921801.25
2130673.75
1441665.375
117438.3984
557863.6875
248616.0
1618535.75
2531163.0
2332996.5
243518.2031
1788148.0
1257033.5
1333637.625
752093.625
