BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,has_second_use,share_primary_gfa,share_second_gfa,parking_share,is_multi_building,has_electricity,has_gas,has_steam
NonResidential,Small- and Mid-Sized Office,98104,2,DOWNTOWN,47.59706,-122.32813,2000,1,11,0,68452,Office,61665.0,Bank Branch,6787.0,1,0.9008502308186759,0.09914976918132413,0.0,0,1,0,0
NonResidential,Large Office,98104,2,DOWNTOWN,47.59634,-122.32807,2000,1,11,0,273185,Office,281566.0,None,0.0,0,1.0306788440068086,0.0,0.0,0,1,0,0
NonResidential,Small- and Mid-Sized Office,98104,7,DOWNTOWN,47.60148,-122.33379,1985,1,6,0,73102,Office,92723.0,Parking,18364.0,1,1.268405789171295,0.25121063719186887,0.0,0,1,0,0
NonResidential,Mixed Use Property,98104,7,DOWNTOWN,47.60121,-122.33518,1902,1,6,0,74211,Office,33279.0,Multifamily Housing,29878.0,1,0.44843756316449046,0.40260877767446873,0.0,0,1,0,0
NonResidential,Hotel,98105,4,NORTHEAST,47.65959,-122.31755,2001,1,6,30586,58006,Hotel,58006.0,Parking,30586.0,1,1.0,0.5272902803158294,0.34524562037204265,0,1,1,0
NonResidential,Hotel,98105,4,NORTHEAST,47.66583,-122.29965,1994,1,4,0,81871,Hotel,81871.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Self-Storage Facility,98105,4,NORTHEAST,47.66172,-122.29598,1955,1,2,0,110356,Self-Storage Facility,26225.0,None,0.0,0,0.2376400014498532,0.0,0.0,0,1,1,0
NonResidential,Hotel,98105,4,NORTHEAST,47.65772,-122.31756,1962,2,4,0,50017,Hotel,50017.0,Swimming Pool,0.0,0,1.0,0.0,0.0,1,1,1,0
NonResidential,K-12 School,98105,4,NORTHEAST,47.66568,-122.31368,1928,1,2,0,55653,K-12 School,55500.0,None,0.0,0,0.9972508220581101,0.0,0.0,0,1,1,0
NonResidential,Worship Facility,98105,4,NORTHEAST,47.66182,-122.31113,1952,1,2,0,56772,Worship Facility,56772.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Worship Facility,98105,4,NORTHEAST,47.6626,-122.31164,1952,1,3,0,103000,Worship Facility,103000.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66024,-122.31278,1978,1,2,0,89200,Retail Store,89200.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98105,4,NORTHEAST,47.661,-122.31626,1961,1,5,0,99005,Office,79555.0,None,0.0,0,0.8035452754911369,0.0,0.0,0,1,1,0
NonResidential,Large Office,98105,4,NORTHEAST,47.66065,-122.31689,2002,1,6,44248,90803,Office,95943.0,Parking,42500.0,1,1.0566060592711695,0.4680462099269848,0.32763918815854753,0,1,0,0
NonResidential,Large Office,98105,4,NORTHEAST,47.65999,-122.31741,2002,1,5,82720,137929,Office,145754.0,Parking,90000.0,1,1.0567320867982803,0.6525096245169616,0.37489406251557905,0,1,0,0
NonResidential,Medical Office,98105,4,NORTHEAST,47.65884,-122.3183,1994,1,4,95281,95995,Medical Office,95995.0,None,0.0,0,1.0,0.0,0.4981335870679019,0,1,1,0
NonResidential,Large Office,98105,4,NORTHEAST,47.66517,-122.30186,2006,1,3,42440,59850,Office,83715.0,Parking,18575.0,1,1.3987468671679197,0.310359231411863,0.4148988170886695,0,1,1,0
NonResidential,Other,98105,4,NORTHEAST,47.66478,-122.29804,2002,1,6,272900,88498,Parking,232685.0,Retail Store,63419.0,1,2.62926845804425,0.7166150647472259,0.7551231606151667,0,1,1,0
NonResidential,Mixed Use Property,98105,4,NORTHEAST,47.6586,-122.3124,2009,1,6,54300,68100,Office,41624.0,Parking,33399.0,1,0.6112187958883994,0.4904405286343612,0.44362745098039214,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66246,-122.29898,1956,1,2,0,93803,Retail Store,85572.0,Restaurant,2950.0,1,0.9122522733814483,0.031448887562231485,0.0,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.6646,-122.29932,1996,1,1,0,25735,Retail Store,25691.0,None,0.0,0,0.9982902661744706,0.0,0.0,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66246,-122.29898,2003,1,2,0,49965,Retail Store,47465.0,Other,2500.0,1,0.949964975482838,0.05003502451716201,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98105,4,NORTHEAST,47.66461,-122.30142,1989,1,2,0,20384,Office,25021.0,None,0.0,0,1.227482339089482,0.0,0.0,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66246,-122.29898,1956,1,2,0,39265,Retail Store,31905.0,Office,4388.0,1,0.8125557111931746,0.11175347001146059,0.0,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66246,-122.29898,1956,1,2,0,54284,Retail Store,52784.0,Other,1900.0,1,0.9723675484488984,0.035001105298062045,0.0,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66246,-122.29898,1956,1,1,0,23409,Retail Store,21909.0,Other,1500.0,1,0.935922081250801,0.06407791874919902,0.0,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66246,-122.29898,1997,1,1,0,63153,Retail Store,59396.0,Non-Refrigerated Warehouse,2757.0,1,0.9405095561572688,0.04365588333095815,0.0,0,1,1,0
NonResidential,Hotel,98105,4,NORTHEAST,47.66355,-122.30123,1961,2,2,0,24100,Hotel,30910.0,None,0.0,0,1.282572614107884,0.0,0.0,1,1,1,0
NonResidential,Worship Facility,98105,4,NORTHEAST,47.66516,-122.2738,1972,1,1,0,26366,Worship Facility,26386.0,Parking,0.0,0,1.0007585526814837,0.0,0.0,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66033,-122.31348,1900,1,3,0,32960,Retail Store,32960.0,None,0.0,0,1.0,0.0,0.0,0,1,0,0
NonResidential,Other,98105,4,NORTHEAST,47.66097,-122.3139,1921,1,3,0,29636,Other - Entertainment/Public Assembly,25096.0,Multifamily Housing,4540.0,1,0.8468079362936969,0.15319206370630314,0.0,0,1,0,0
NonResidential,Hotel,98105,4,NORTHEAST,47.66023,-122.31581,1930,1,3,0,20571,Hotel,20571.0,None,0.0,0,1.0,0.0,0.0,0,1,0,0
NonResidential,Worship Facility,98105,4,NORTHEAST,47.65926,-122.31241,1926,1,2,0,47992,Worship Facility,37800.0,Other,10206.0,1,0.7876312718786465,0.21266044340723453,0.0,0,1,1,0
Multifamily LR (1-4),Mixed Use Property,98105,4,LAKE UNION,47.6616,-122.32367,1966,4,3,0,126153,Multifamily Housing,62074.0,Parking,36286.0,1,0.4920533003575024,0.2876348560874494,0.0,1,1,1,0
NonResidential,Worship Facility,98105,4,NORTHEAST,47.6702,-122.32066,1949,1,1,0,26033,Worship Facility,30044.0,Parking,0.0,0,1.1540736757192793,0.0,0.0,0,1,1,0
NonResidential,Self-Storage Facility,98105,4,NORTHEAST,47.66353,-122.29505,1959,1,2,0,20296,Self-Storage Facility,20296.0,None,0.0,0,1.0,0.0,0.0,0,1,0,0
NonResidential,Mixed Use Property,98105,4,NORTHEAST,47.66246,-122.29342,1945,1,2,0,22135,Medical Office,10388.0,Office,8116.0,1,0.46930201039078384,0.36665913711316916,0.0,0,1,1,0
NonResidential,Medical Office,98105,4,NORTHEAST,47.66183,-122.29264,1967,1,3,0,38378,Medical Office,35066.0,Parking,3312.0,1,0.9137005576111313,0.08629944238886862,0.0,0,1,1,0
NonResidential,Warehouse,98105,4,NORTHEAST,47.66294,-122.29521,1980,1,2,0,33576,Non-Refrigerated Warehouse,33576.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,K-12 School,98105,4,NORTHEAST,47.66665,-122.31818,2004,3,2,0,31343,K-12 School,51515.0,None,0.0,0,1.643588680088058,0.0,0.0,1,1,1,0
NonResidential,Small- and Mid-Sized Office,98105,7,DOWNTOWN,47.6032,-122.33663,1906,1,3,0,32160,Office,35693.0,Retail Store,14219.0,1,1.1098569651741295,0.4421330845771144,0.0,0,1,0,0
NonResidential,Medical Office,98105,4,NORTHEAST,47.66169,-122.28558,1984,1,4,17622,27642,Medical Office,21743.0,None,0.0,0,0.7865928659286593,0.0,0.38931601272534466,0,1,0,0
NonResidential,Medical Office,98105,4,NORTHEAST,47.66159,-122.28606,1987,2,4,14576,22356,Medical Office,27642.0,None,0.0,0,1.2364465915190552,0.0,0.39467128777212174,1,1,0,0
NonResidential,Small- and Mid-Sized Office,98105,4,NORTHEAST,47.66888,-122.28333,1967,1,2,0,20317,Office,20317.0,None,0.0,0,1.0,0.0,0.0,0,1,0,0
NonResidential,Mixed Use Property,98105,4,NORTHEAST,47.66827,-122.29978,1997,1,4,6985,25297,Multifamily Housing,12600.0,Parking,6985.0,1,0.4980827766138277,0.2761196979879037,0.2163744501579828,0,1,1,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66097,-122.3192,1930,1,1,0,46059,Retail Store,46000.0,None,0.0,0,0.9987190342821164,0.0,0.0,0,1,1,0
NonResidential,Mixed Use Property,98105,4,NORTHEAST,47.66816,-122.27706,1948,1,1,0,22778,Retail Store,21194.0,Office,12923.0,1,0.9304592150320484,0.567345684432347,0.0,0,1,1,0
NonResidential,Other,98105,4,NORTHEAST,47.66148,-122.31279,1912,1,2,0,25767,Bank Branch,17434.0,None,0.0,0,0.6766018550859627,0.0,0.0,0,1,0,0
NonResidential,Retail Store,98105,4,NORTHEAST,47.66188,-122.31279,1953,1,4,0,33910,Retail Store,14585.0,Office,14462.0,1,0.4301091123562371,0.4264818637570038,0.0,0,1,1,0
NonResidential,Worship Facility,98105,4,NORTHEAST,47.6645,-122.31224,1927,1,2,0,78401,Worship Facility,62400.0,Office,9940.0,1,0.7959082154564355,0.1267840971416181,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98105,4,NORTHEAST,47.66345,-122.3134,1957,1,1,7004,20962,Office,20962.0,Parking,7004.0,1,1.0,0.3341284228604141,0.25044697132231997,0,1,0,0
NonResidential,Mixed Use Property,98105,4,NORTHEAST,47.6616,-122.31393,1976,1,2,15755,19193,Bank Branch,19183.0,Parking,19183.0,1,0.999478976710259,0.999478976710259,0.4508126359162184,0,1,0,0
NonResidential,Worship Facility,98105,4,NORTHEAST,47.66517,-122.31037,1927,1,3,0,41013,Worship Facility,32098.0,Office,2310.0,1,0.7826298978372711,0.05632360471070148,0.0,0,1,1,0
Multifamily LR (1-4),Other,98105,4,NORTHEAST,47.6634,-122.30685,1928,1,3,0,22232,Other - Lodging/Residential,22232.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Other,98105,4,NORTHEAST,47.66453,-122.30999,2004,1,2,0,21075,Social/Meeting Hall,18075.0,Office,3000.0,1,0.8576512455516014,0.1423487544483986,0.0,0,1,1,0
NonResidential,Warehouse,98105,4,LAKE UNION,47.65429,-122.32618,1938,1,1,0,40028,Non-Refrigerated Warehouse,33222.0,Retail Store,10208.0,1,0.8299690216848207,0.2550214849605276,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98105,4,LAKE UNION,47.65373,-122.32721,2007,1,3,18228,26282,Office,26282.0,Parking,18228.0,1,1.0,0.6935545240088273,0.40952594922489327,0,1,0,0
SPS-District K-12,K-12 School,98105,6,Northwest,47.66828,-122.3266,1925,1,3,0,51360,K-12 School,51026.0,None,0.0,0,0.9934968847352025,0.0,0.0,0,1,1,0
SPS-District K-12,K-12 School,98105,4,LAKE UNION,47.65753,-122.32405,2000,1,2,0,61052,K-12 School,61052.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
Multifamily LR (1-4),University,98105,4,NORTHEAST,47.66252,-122.31005,1956,1,3,0,20008,College/University,20008.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Other,98105,4,NORTHEAST,47.66192,-122.30998,1924,1,3,0,20686,Other - Lodging/Residential,20686.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
SPS-District K-12,K-12 School,98105,4,NORTHEAST,47.6622,-122.27796,1928,1,2,0,54943,K-12 School,57247.0,None,0.0,0,1.0419343683453761,0.0,0.0,0,1,1,0
NonResidential,Worship Facility,98105,4,NORTHEAST,47.66295,-122.31494,1938,1,3,0,26373,Worship Facility,26373.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Other,98105,4,NORTHEAST,47.66386,-122.31715,1924,1,2,0,21600,Other - Services,32580.0,Retail Store,9650.0,1,1.5083333333333333,0.44675925925925924,0.0,0,1,0,0
Nonresidential COS,Other,98105,4,NORTHEAST,47.66506,-122.31656,1929,1,3,0,27908,Other,21886.0,None,0.0,0,0.7842195786154508,0.0,0.0,0,1,1,0
NonResidential,K-12 School,98105,4,NORTHEAST,47.66368,-122.27324,1924,1,3,0,97500,K-12 School,97500.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
Multifamily LR (1-4),Mixed Use Property,98105,4,NORTHEAST,47.66709,-122.30149,2008,1,4,0,257248,Senior Care Community,119826.0,Multifamily Housing,95512.0,1,0.4657995397437492,0.37128374175892526,0.0,0,1,1,0
NonResidential,Worship Facility,98105,4,NORTHEAST,47.6709,-122.27054,2008,1,2,0,70292,Worship Facility,70292.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Other,98105,4,NORTHEAST,47.66414,-122.31664,2014,1,3,0,33648,Parking,83600.0,Automobile Dealership,39000.0,1,2.4845458868283403,1.159058487874465,0.0,0,1,0,0
SPS-District K-12,K-12 School,98106,1,DELRIDGE,47.5636,-122.358,1999,1,3,0,74468,K-12 School,75364.0,None,0.0,0,1.012032013750873,0.0,0.0,0,1,0,0
SPS-District K-12,K-12 School,98106,1,DELRIDGE,47.54862,-122.36214,1963,1,1,0,145341,K-12 School,139069.0,None,0.0,0,0.9568463131532052,0.0,0.0,0,1,1,0
SPS-District K-12,K-12 School,98106,1,DELRIDGE,47.52518,-122.34828,1999,1,1,0,71714,K-12 School,71714.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Distribution Center,98106,1,DELRIDGE,47.53926,-122.34143,1976,1,1,0,51600,Distribution Center,34400.0,Office,17200.0,1,0.6666666666666666,0.3333333333333333,0.0,0,1,1,0
NonResidential,Warehouse,98106,1,DELRIDGE,47.53689,-122.33847,1968,1,1,0,140520,Non-Refrigerated Warehouse,140520.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Distribution Center,98106,1,Delridge,47.56676,-122.35247,1953,1,1,0,72719,Distribution Center,72719.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Large Office,98106,1,DELRIDGE,47.56787,-122.36419,1991,1,5,16221,121885,Office,119083.0,Parking,16221.0,1,0.9770111170365509,0.13308446486442138,0.11745326053900627,0,1,0,0
NonResidential,Retail Store,98106,1,DELRIDGE,47.53655,-122.36377,2005,1,1,0,94713,Retail Store,109758.0,None,0.0,0,1.1588483101580564,0.0,0.0,0,1,1,0
NonResidential,Warehouse,98106,1,Delridge,47.5725,-122.3571,1966,1,1,0,170632,Non-Refrigerated Warehouse,164806.0,Office,5826.0,1,0.9658563458202447,0.03414365417975526,0.0,0,1,0,0
NonResidential,Warehouse,98106,1,DELRIDGE,47.56447,-122.35335,1953,1,1,0,31521,Non-Refrigerated Warehouse,31521.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Distribution Center,98106,1,DELRIDGE,47.55105,-122.34695,1971,2,2,0,28368,Distribution Center,35300.0,Office,9408.0,1,1.2443598420755781,0.3316412859560068,0.0,1,1,1,0
NonResidential,Worship Facility,98106,1,SOUTHWEST,47.53439,-122.37699,1957,1,1,0,23562,Worship Facility,18278.0,Office,15212.0,1,0.775740599270011,0.6456158220864103,0.0,0,1,0,0
NonResidential,Distribution Center,98106,1,DELRIDGE,47.55832,-122.35239,1980,1,1,0,24100,Distribution Center,20100.0,Non-Refrigerated Warehouse,3500.0,1,0.8340248962655602,0.14522821576763487,0.0,0,1,1,0
NonResidential,K-12 School,98106,1,DELRIDGE,47.51698,-122.35946,1924,1,2,0,42975,K-12 School,21405.0,None,0.0,0,0.4980802792321117,0.0,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98106,1,DELRIDGE,47.53309,-122.33977,1988,1,2,0,30659,Office,27262.0,Non-Refrigerated Warehouse,8653.0,1,0.8892005610098177,0.28223360187873053,0.0,0,1,1,0
NonResidential,Other,98106,1,DELRIDGE,47.57058,-122.35626,1966,1,2,0,28109,Other,28109.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Other,98106,1,Delridge,47.56319,-122.35067,1997,1,1,0,40189,Other - Utility,28347.0,Office,9113.0,1,0.705342257831745,0.2267535892906019,0.0,0,1,1,0
NonResidential,Worship Facility,98106,1,DELRIDGE,47.52172,-122.35487,1957,1,2,0,24224,Worship Facility,24224.0,Parking,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Worship Facility,98106,1,DELRIDGE,47.51989,-122.35489,1963,1,1,0,23706,Worship Facility,23706.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
SPS-District K-12,K-12 School,98106,1,DELRIDGE,47.53961,-122.35866,1970,1,1,0,41526,K-12 School,41526.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
Nonresidential COS,Other,98106,1,DELRIDGE,47.53578,-122.36205,2002,1,2,0,28531,Other,28303.0,Parking,1100.0,1,0.992008692299604,0.03855455469489327,0.0,0,1,1,0
NonResidential,Warehouse,98106,1,DELRIDGE,47.53846,-122.36175,1982,1,2,0,36600,Non-Refrigerated Warehouse,43556.0,None,0.0,0,1.1900546448087432,0.0,0.0,0,1,0,0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.66587,-122.38476,1961,1,2,0,94900,Office,55586.0,Non-Refrigerated Warehouse,39314.0,1,0.5857323498419389,0.4142676501580611,0.0,0,1,1,0
SPS-District K-12,K-12 School,98107,6,Ballard,47.6706,-122.36225,1991,1,2,0,55513,K-12 School,59097.0,None,0.0,0,1.0645614540738206,0.0,0.0,0,1,0,0
NonResidential,Warehouse,98107,6,BALLARD,47.65825,-122.3683,1973,1,1,0,52500,Non-Refrigerated Warehouse,49395.0,Office,5853.0,1,0.9408571428571428,0.11148571428571429,0.0,0,1,1,0
NonResidential,Warehouse,98107,6,BALLARD,47.66587,-122.38476,1959,1,2,0,57300,Non-Refrigerated Warehouse,29001.0,Office,28299.0,1,0.5061256544502618,0.49387434554973825,0.0,0,1,1,0
NonResidential,Retail Store,98107,6,BALLARD,47.66057,-122.36857,1999,1,1,0,164437,Retail Store,102653.0,Supermarket/Grocery Store,74102.0,1,0.6242694770641644,0.45064067089523646,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.66891,-122.38528,1925,1,6,6200,87833,Office,53993.0,Retail Store,24744.0,1,0.6147233955347079,0.28171643915157174,0.0659342996607574,0,1,1,0
NonResidential,Warehouse,98107,6,BALLARD,47.66724,-122.38553,1941,1,2,0,63240,Non-Refrigerated Warehouse,63240.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.6633,-122.37549,2001,1,4,21055,71037,Office,70074.0,None,0.0,0,0.9864436842772076,0.0,0.22863006558658733,0,1,0,0
NonResidential,Warehouse,98107,6,Ballard,47.6582,-122.36434,2004,1,4,6458,80874,Non-Refrigerated Warehouse,87332.0,None,0.0,0,1.0798526102332022,0.0,0.07394769385792149,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.66587,-122.38476,1979,1,3,0,43500,Office,43495.0,None,0.0,0,0.9998850574712643,0.0,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.67528,-122.40836,1978,1,2,0,28492,Office,28492.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.6744,-122.40735,1963,1,3,0,22325,Office,18000.0,Medical Office,1800.0,1,0.8062709966405375,0.08062709966405375,0.0,0,1,0,0
NonResidential,Restaurant,98107,6,BALLARD,47.67398,-122.40765,1977,1,3,0,22719,Restaurant,22719.0,Parking,0.0,0,1.0,0.0,0.0,0,1,0,0
NonResidential,Mixed Use Property,98107,6,BALLARD,47.66835,-122.38886,1945,1,1,0,21060,Non-Refrigerated Warehouse,10495.0,Retail Store,10240.0,1,0.498338081671415,0.4862298195631529,0.0,0,1,1,0
NonResidential,Mixed Use Property,98107,6,BALLARD,47.6684,-122.38788,1960,1,4,0,20539,Retail Store,7387.0,Multifamily Housing,5264.0,1,0.35965723745070355,0.2562929061784897,0.0,0,1,1,0
NonResidential,Mixed Use Property,98107,6,BALLARD,47.65742,-122.36736,2007,1,2,0,38784,Non-Refrigerated Warehouse,16826.0,Office,16826.0,1,0.43383869636963696,0.43383869636963696,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98107,6,LAKE UNION,47.65297,-122.35839,1986,1,2,0,35600,Office,36839.0,Parking,0.0,0,1.034803370786517,0.0,0.0,0,1,1,0
NonResidential,Warehouse,98107,6,BALLARD,47.66388,-122.36831,1960,1,1,0,36444,Non-Refrigerated Warehouse,36444.0,None,0.0,0,1.0,0.0,0.0,0,1,0,0
NonResidential,Warehouse,98107,6,BALLARD,47.65907,-122.36783,1950,1,1,0,27553,Non-Refrigerated Warehouse,27553.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Distribution Center,98107,6,BALLARD,47.6583,-122.36638,1951,3,1,0,57310,Distribution Center,57310.0,None,0.0,0,1.0,0.0,0.0,1,1,1,0
NonResidential,Small- and Mid-Sized Office,98107,6,Ballard,47.65804,-122.36537,1999,1,4,0,28844,Office,10292.0,Other,10200.0,1,0.3568159755928443,0.3536264041048398,0.0,0,1,0,0
NonResidential,Worship Facility,98107,6,BALLARD,47.67477,-122.38241,1910,1,2,0,21765,Worship Facility,21765.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,K-12 School,98107,6,BALLARD,47.6712,-122.37568,1922,1,3,0,35448,K-12 School,35448.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Mixed Use Property,98107,6,BALLARD,47.66389,-122.37307,1910,1,2,0,31140,Other,14840.0,Retail Store,9400.0,1,0.4765574823378292,0.3018625561978163,0.0,0,1,1,0
NonResidential,Warehouse,98107,6,BALLARD,47.6644,-122.37246,1975,1,3,0,41478,Non-Refrigerated Warehouse,31932.0,Office,9546.0,1,0.7698538984521915,0.23014610154780848,0.0,0,1,1,0
NonResidential,Warehouse,98107,6,BALLARD,47.66411,-122.37185,1980,1,1,0,39840,Non-Refrigerated Warehouse,39840.0,None,0.0,0,1.0,0.0,0.0,0,1,0,0
Nonresidential COS,Other,98107,6,BALLARD,47.66984,-122.3842,2004,1,1,15576,15000,Library,15000.0,Other - Services,3100.0,1,1.0,0.20666666666666667,0.5094191522762951,0,1,1,0
NonResidential,Other,98107,6,BALLARD,47.66894,-122.38242,1924,1,2,0,21528,Social/Meeting Hall,21528.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Other,98107,6,BALLARD,47.66908,-122.38627,1928,1,2,0,30000,Strip Mall,25828.0,Parking,0.0,0,0.8609333333333333,0.0,0.0,0,1,1,0
NonResidential,Worship Facility,98107,6,BALLARD,47.66327,-122.37439,1975,1,1,0,40445,Worship Facility,40445.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Retail Store,98107,6,BALLARD,47.66318,-122.37283,1996,1,1,0,23500,Retail Store,23500.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Warehouse,98107,6,BALLARD,47.66353,-122.38064,1927,1,4,0,42500,Non-Refrigerated Warehouse,42500.0,Retail Store,5091.0,1,1.0,0.11978823529411765,0.0,0,1,0,0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.66691,-122.38416,1901,1,4,0,23032,Office,14448.0,Restaurant,5300.0,1,0.6273011462313304,0.2301146231330323,0.0,0,1,0,0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.66497,-122.38047,1968,1,2,0,23500,Office,23500.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.66431,-122.37988,1966,1,1,0,22282,Office,22282.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Self-Storage Facility,98107,6,BALLARD,47.66351,-122.37961,1902,1,2,0,24000,Self-Storage Facility,24000.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Mixed Use Property,98107,6,BALLARD,47.66852,-122.38175,1909,1,3,0,27085,Strip Mall,9500.0,Office,8196.0,1,0.3507476462986893,0.302602916743585,0.0,0,1,1,0
SPS-District K-12,K-12 School,98107,6,BALLARD,47.67363,-122.39152,1989,1,2,0,57298,K-12 School,60882.0,None,0.0,0,1.0625501762714231,0.0,0.0,0,1,0,0
NonResidential,Small- and Mid-Sized Office,98107,6,Ballard,47.65564,-122.36191,1988,1,2,0,20535,Office,13600.0,Distribution Center,8200.0,1,0.6622839055271488,0.399318237156075,0.0,0,1,1,0
NonResidential,Hotel,98107,6,BALLARD,47.66629,-122.3826,2013,1,4,22948,39433,Hotel,60245.0,Parking,26067.0,1,1.5277812999264575,0.6610453173737733,0.36786842147448745,0,1,0,0
SPS-District K-12,K-12 School,98108,2,GREATER DUWAMISH,47.56413,-122.31208,1957,1,1,0,130862,K-12 School,134446.0,None,0.0,0,1.027387629716801,0.0,0.0,0,1,1,0
NonResidential,Small- and Mid-Sized Office,98108,2,GREATER DUWAMISH,47.536,-122.31768,2007,1,3,0,64015,Office,30000.0,Non-Refrigerated Warehouse,15000.0,1,0.46864016246192297,0.23432008123096149,0.0,0,1,1,0
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.55152,-122.31869,1904,1,4,0,114297,Non-Refrigerated Warehouse,114297.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
SPS-District K-12,K-12 School,98108,2,GREATER DUWAMISH,47.53809,-122.29591,1925,1,1,0,70762,K-12 School,70762.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
SPS-District K-12,K-12 School,98108,2,GREATER DUWAMISH,47.55237,-122.31391,2007,1,3,0,204961,K-12 School,204961.0,None,0.0,0,1.0,0.0,0.0,0,1,1,0
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.54066,-122.33023,1977,1,1,0,128800,Non-Refrigerated Warehouse,119200.0,Other,9600.0,1,0.9254658385093167,0.07453416149068323,0.0,0,1,1,0
NonResidential,Mixed Use Property,98108,2,GREATER DUWAMISH,47.52871,-122.29443,1970,1,1,0,88400,Non-Refrigerated Warehouse,33450.0,Office,29620.0,1,0.37839366515837103,0.3350678733031674,0.0,0,1,1,0
NonResidential,Distribution Center,98108,2,GREATER DUWAMISH,47.54868,-122.3255,1963,1,1,0,59090,Distribution Center,40272.0,Office,18818.0,1,0.6815366390252158,0.3184633609747842,0.0,0,1,1,0
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.5471,-122.32406,1963,1,1,0,106000,Non-Refrigerated Warehouse,106001.0,None,0.0,0,1.000009433962264,0.0,0.0,0,1,0,0
